,id,original_description,code,nearest_level1_code,original_code_system,article,parent_ui
578,579,Other diseases of the circulatory system,R47.0,R47,ICD10,Sundmacher et al (2015),R47-R49
579,580,Bronchitis & COPD,J20,J20,ICD10,Sundmacher et al (2015),J20-J22
580,581,Bronchitis & COPD,J21,J21,ICD10,Sundmacher et al (2015),J20-J22
581,582,Bronchitis & COPD,J40,J40,ICD10,Sundmacher et al (2015),J40-J47
582,583,Bronchitis & COPD,J41,J41,ICD10,Sundmacher et al (2015),J40-J47
583,584,Bronchitis & COPD,J42,J42,ICD10,Sundmacher et al (2015),J40-J47
584,585,Bronchitis & COPD,J43,J43,ICD10,Sundmacher et al (2015),J40-J47
585,586,Bronchitis & COPD,J47,J47,ICD10,Sundmacher et al (2015),J40-J47
586,587,Mental and behavioural disorders due to use of alcohol or opioids,F10,F10,ICD10,Sundmacher et al (2015),F10-F19
587,588,Mental and behavioural disorders due to use of alcohol or opioids,F11,F11,ICD10,Sundmacher et al (2015),F10-F19
588,589,Back pain [dorsopathies],M42,M42,ICD10,Sundmacher et al (2015),M40-M43
589,590,Back pain [dorsopathies],M47,M47,ICD10,Sundmacher et al (2015),M45-M49
590,591,Back pain [dorsopathies],M53,M53,ICD10,Sundmacher et al (2015),M50-M54
591,592,Back pain [dorsopathies],M54,M54,ICD10,Sundmacher et al (2015),M50-M54
592,593,Hypertension ,I10,I10,ICD10,Sundmacher et al (2015),I10-I16
593,594,Hypertension ,I11,I11,ICD10,Sundmacher et al (2015),I10-I16
594,595,Hypertension ,I12,I12,ICD10,Sundmacher et al (2015),I10-I16
595,596,Hypertension ,I13,I13,ICD10,Sundmacher et al (2015),I10-I16
596,597,Hypertension ,I14,I14,ICD10,Sundmacher et al (2015),ERROR
597,598,Hypertension ,I15,I15,ICD10,Sundmacher et al (2015),I10-I16
598,599,Gastroenteritis and other diseases of intestines ,K52.2,K52,ICD10,Sundmacher et al (2015),K50-K52
599,600,Gastroenteritis and other diseases of intestines ,K52.8,K52,ICD10,Sundmacher et al (2015),K50-K52
600,601,Gastroenteritis and other diseases of intestines ,K52.9,K52,ICD10,Sundmacher et al (2015),K50-K52
601,602,Gastroenteritis and other diseases of intestines ,K57,K57,ICD10,Sundmacher et al (2015),K55-K64
602,603,Gastroenteritis and other diseases of intestines ,K58,K58,ICD10,Sundmacher et al (2015),K55-K64
603,604,Gastroenteritis and other diseases of intestines ,K59.0,K59,ICD10,Sundmacher et al (2015),K55-K64
604,605,Intestinal infectious diseases ,A01,A01,ICD10,Sundmacher et al (2015),A00-A09
605,606,Intestinal infectious diseases ,A02,A02,ICD10,Sundmacher et al (2015),A00-A09
606,607,Intestinal infectious diseases ,A04,A04,ICD10,Sundmacher et al (2015),A00-A09
607,608,Intestinal infectious diseases ,A05,A05,ICD10,Sundmacher et al (2015),A00-A09
608,609,Intestinal infectious diseases ,A07,A07,ICD10,Sundmacher et al (2015),A00-A09
609,610,Intestinal infectious diseases ,A08,A08,ICD10,Sundmacher et al (2015),A00-A09
610,611,Intestinal infectious diseases ,A09,A09,ICD10,Sundmacher et al (2015),A00-A09
611,612,Influenza and pneumonia ,J10,J10,ICD10,Sundmacher et al (2015),J09-J18
612,613,Influenza and pneumonia ,J11,J11,ICD10,Sundmacher et al (2015),J09-J18
613,614,Influenza and pneumonia ,J13,J13,ICD10,Sundmacher et al (2015),J09-J18
614,615,Influenza and pneumonia ,J14,J14,ICD10,Sundmacher et al (2015),J09-J18
615,616,Influenza and pneumonia ,J15.3,J15,ICD10,Sundmacher et al (2015),J09-J18
616,617,Influenza and pneumonia ,J15.4,J15,ICD10,Sundmacher et al (2015),J09-J18
617,618,Influenza and pneumonia ,J15.7,J15,ICD10,Sundmacher et al (2015),J09-J18
618,619,Influenza and pneumonia ,J15.8,J15,ICD10,Sundmacher et al (2015),J09-J18
619,620,Influenza and pneumonia ,J15.9,J15,ICD10,Sundmacher et al (2015),J09-J18
620,621,Influenza and pneumonia ,J16.8,J16,ICD10,Sundmacher et al (2015),J09-J18
621,622,Influenza and pneumonia ,J18.0,J18,ICD10,Sundmacher et al (2015),J09-J18
622,623,Influenza and pneumonia ,J18.1,J18,ICD10,Sundmacher et al (2015),J09-J18
623,624,Influenza and pneumonia ,J18.8,J18,ICD10,Sundmacher et al (2015),J09-J18
624,625,Influenza and pneumonia ,J18.9,J18,ICD10,Sundmacher et al (2015),J09-J18
625,626,Influenza and pneumonia ,J18.9,J18,ICD10,Sundmacher et al (2015),J09-J18
626,627,Ear nose throat infections ,H66,H66,ICD10,Sundmacher et al (2015),H65-H75
627,628,Ear nose throat infections ,J01,J01,ICD10,Sundmacher et al (2015),J00-J06
628,629,Ear nose throat infections ,J02,J02,ICD10,Sundmacher et al (2015),J00-J06
629,630,Ear nose throat infections ,J03,J03,ICD10,Sundmacher et al (2015),J00-J06
630,631,Ear nose throat infections ,J06,J06,ICD10,Sundmacher et al (2015),J00-J06
631,632,Ear nose throat infections ,J31,J31,ICD10,Sundmacher et al (2015),J30-J39
632,633,Ear nose throat infections ,J32,J32,ICD10,Sundmacher et al (2015),J30-J39
633,634,Ear nose throat infections ,J35,J35,ICD10,Sundmacher et al (2015),J30-J39
634,635,Depressive disorders,F32,F32,ICD10,Sundmacher et al (2015),F30-F39
635,636,Depressive disorders,F33,F33,ICD10,Sundmacher et al (2015),F30-F39
636,637,Diabetes mellitus ,E10.2,E10,ICD10,Sundmacher et al (2015),E08-E13
637,638,Diabetes mellitus ,E10.3,E10,ICD10,Sundmacher et al (2015),E08-E13
638,639,Diabetes mellitus ,E10.4,E10,ICD10,Sundmacher et al (2015),E08-E13
639,640,Diabetes mellitus ,E10.5,E10,ICD10,Sundmacher et al (2015),E08-E13
640,641,Diabetes mellitus ,E10.6,E10,ICD10,Sundmacher et al (2015),E08-E13
641,642,Diabetes mellitus ,E10.8,E10,ICD10,Sundmacher et al (2015),E08-E13
642,643,Diabetes mellitus ,E10.9,E10,ICD10,Sundmacher et al (2015),E08-E13
643,644,Diabetes mellitus ,E11,E11,ICD10,Sundmacher et al (2015),E08-E13
644,645,Diabetes mellitus ,E13.6,E13,ICD10,Sundmacher et al (2015),E08-E13
645,646,Diabetes mellitus ,E13.7,E13,ICD10,Sundmacher et al (2015),E08-E13
646,647,Diabetes mellitus ,E13.9,E13,ICD10,Sundmacher et al (2015),E08-E13
647,648,Diabetes mellitus ,E14,E14,ICD10,Sundmacher et al (2015),ERROR
648,649,Diabetes mellitus ,E16.2,E16,ICD10,Sundmacher et al (2015),E15-E16
649,650,Gonarthrosis [arthrosis of knee] ,M17.0,M17,ICD10,Sundmacher et al (2015),M15-M19
650,651,Gonarthrosis [arthrosis of knee] ,M17.1,M17,ICD10,Sundmacher et al (2015),M15-M19
651,652,Gonarthrosis [arthrosis of knee] ,M17.4,M17,ICD10,Sundmacher et al (2015),M15-M19
652,653,Gonarthrosis [arthrosis of knee] ,M17.5,M17,ICD10,Sundmacher et al (2015),M15-M19
653,654,Gonarthrosis [arthrosis of knee] ,M17.9,M17,ICD10,Sundmacher et al (2015),M15-M19
654,655,Soft tissue disorders ,G56.0,G56,ICD10,Sundmacher et al (2015),G50-G59
655,656,Soft tissue disorders ,M67.4,M67,ICD10,Sundmacher et al (2015),M65-M67
656,657,Soft tissue disorders ,M71.3,M71,ICD10,Sundmacher et al (2015),M70-M79
657,658,Soft tissue disorders ,M75,M75,ICD10,Sundmacher et al (2015),M70-M79
658,659,Soft tissue disorders ,M76,M76,ICD10,Sundmacher et al (2015),M70-M79
659,660,Soft tissue disorders ,M77,M77,ICD10,Sundmacher et al (2015),M70-M79
660,661,Soft tissue disorders ,M79b,M79,ICD10,Sundmacher et al (2015),M70-M79
661,662,Other avoidable mental and behavioural disorders ,F40,F40,ICD10,Sundmacher et al (2015),F40-F48
662,663,Other avoidable mental and behavioural disorders ,F41,F41,ICD10,Sundmacher et al (2015),F40-F48
663,664,Other avoidable mental and behavioural disorders ,F43,F43,ICD10,Sundmacher et al (2015),F40-F48
664,665,Other avoidable mental and behavioural disorders ,F45,F45,ICD10,Sundmacher et al (2015),F40-F48
665,666,Other avoidable mental and behavioural disorders ,F50.0,F50,ICD10,Sundmacher et al (2015),F50-F59
666,667,Other avoidable mental and behavioural disorders ,F50.2,F50,ICD10,Sundmacher et al (2015),F50-F59
667,668,Other avoidable mental and behavioural disorders ,F60,F60,ICD10,Sundmacher et al (2015),F60-F69
668,669,Diseases of the eye ,H25,H25,ICD10,Sundmacher et al (2015),H25-H28
669,670,Diseases of the eye ,H40,H40,ICD10,Sundmacher et al (2015),H40-H42
670,671,Diseases of urinary system ,N30,N30,ICD10,Sundmacher et al (2015),N30-N39
671,672,Diseases of urinary system ,N34,N34,ICD10,Sundmacher et al (2015),N30-N39
672,673,Diseases of urinary system ,N39.0,N39,ICD10,Sundmacher et al (2015),N30-N39
673,674,Sleep disorders,G47,G47,ICD10,Sundmacher et al (2015),G40-G47
674,675,Diseases of the skin and subcutaneous tissue ,A46,A46,ICD10,Sundmacher et al (2015),A30-A49
675,676,Diseases of the skin and subcutaneous tissue ,L01,L01,ICD10,Sundmacher et al (2015),L00-L08
676,677,Diseases of the skin and subcutaneous tissue ,L02,L02,ICD10,Sundmacher et al (2015),L00-L08
677,678,Diseases of the skin and subcutaneous tissue ,L04,L04,ICD10,Sundmacher et al (2015),L00-L08
678,679,Diseases of the skin and subcutaneous tissue ,L08.0,L08,ICD10,Sundmacher et al (2015),L00-L08
679,680,Diseases of the skin and subcutaneous tissue ,L08.8,L08,ICD10,Sundmacher et al (2015),L00-L08
680,681,Diseases of the skin and subcutaneous tissue ,L08.9,L08,ICD10,Sundmacher et al (2015),L00-L08
681,682,Diseases of the skin and subcutaneous tissue ,L60.0,L60,ICD10,Sundmacher et al (2015),L60-L75
682,683,Diseases of the skin and subcutaneous tissue ,L72.1,L72,ICD10,Sundmacher et al (2015),L60-L75
683,684,Diseases of the skin and subcutaneous tissue ,L98.0,L98,ICD10,Sundmacher et al (2015),L80-L99
684,685,Thyroid disorder ,E03,E03,ICD10,Sundmacher et al (2015),E00-E07
685,686,Thyroid disorder ,E04,E04,ICD10,Sundmacher et al (2015),E00-E07
686,687,Thyroid disorder ,E05,E05,ICD10,Sundmacher et al (2015),E00-E07
687,688,Metabolic disorders,E86,E86,ICD10,Sundmacher et al (2015),E70-E88
688,689,Metabolic disorders,E87.6,E87,ICD10,Sundmacher et al (2015),E70-E88
689,690,Metabolic disorders,E89.0,E89,ICD10,Sundmacher et al (2015),E89-E89
690,691,Melanoma and other malignant neoplasms of skin ,C43,C43,ICD10,Sundmacher et al (2015),C43-C44
691,692,Melanoma and other malignant neoplasms of skin ,C44,C44,ICD10,Sundmacher et al (2015),C43-C44
692,693,Gastritis and duodenitis ,K21,K21,ICD10,Sundmacher et al (2015),K20-K31
693,694,Gastritis and duodenitis ,K29.7,K29,ICD10,Sundmacher et al (2015),K20-K31
694,695,Gastritis and duodenitis ,K29.9,K29,ICD10,Sundmacher et al (2015),K20-K31
695,696,Gastritis and duodenitis ,K30,K30,ICD10,Sundmacher et al (2015),K20-K31
696,697,Gastritis and duodenitis ,K31,K31,ICD10,Sundmacher et al (2015),K20-K31
697,698,Migraine and headache syndromes ,G43,G43,ICD10,Sundmacher et al (2015),G40-G47
698,699,Migraine and headache syndromes ,G44.0,G44,ICD10,Sundmacher et al (2015),G40-G47
699,700,Migraine and headache syndromes ,G44.1,G44,ICD10,Sundmacher et al (2015),G40-G47
700,701,Migraine and headache syndromes ,G44.3,G44,ICD10,Sundmacher et al (2015),G40-G47
701,702,Migraine and headache syndromes ,G44.4,G44,ICD10,Sundmacher et al (2015),G40-G47
702,703,Migraine and headache syndromes ,G44.8,G44,ICD10,Sundmacher et al (2015),G40-G47
703,704,Migraine and headache syndromes ,R51,R51,ICD10,Sundmacher et al (2015),R50-R69
704,705,Malnutrition & nutritional deficiencies,D50,D50,ICD10,Sundmacher et al (2015),D50-D53
705,706,Malnutrition & nutritional deficiencies,D51,D51,ICD10,Sundmacher et al (2015),D50-D53
706,707,Malnutrition & nutritional deficiencies,D52,D52,ICD10,Sundmacher et al (2015),D50-D53
707,708,Malnutrition & nutritional deficiencies,D53.1,D53,ICD10,Sundmacher et al (2015),D50-D53
708,709,Malnutrition & nutritional deficiencies,D56b,D56,ICD10,Sundmacher et al (2015),D55-D59
709,710,Malnutrition & nutritional deficiencies,E40,E40,ICD10,Sundmacher et al (2015),E40-E46
710,711,Malnutrition & nutritional deficiencies,E41,E41,ICD10,Sundmacher et al (2015),E40-E46
711,712,Malnutrition & nutritional deficiencies,E42,E42,ICD10,Sundmacher et al (2015),E40-E46
712,713,Malnutrition & nutritional deficiencies,E43,E43,ICD10,Sundmacher et al (2015),E40-E46
713,714,Malnutrition & nutritional deficiencies,E44,E44,ICD10,Sundmacher et al (2015),E40-E46
714,715,Malnutrition & nutritional deficiencies,E45,E45,ICD10,Sundmacher et al (2015),E40-E46
715,716,Malnutrition & nutritional deficiencies,E46,E46,ICD10,Sundmacher et al (2015),E40-E46
716,717,Malnutrition & nutritional deficiencies,E47,E47,ICD10,Sundmacher et al (2015),ERROR
717,718,Malnutrition & nutritional deficiencies,E48,E48,ICD10,Sundmacher et al (2015),ERROR
718,719,Malnutrition & nutritional deficiencies,E49,E49,ICD10,Sundmacher et al (2015),ERROR
719,720,Malnutrition & nutritional deficiencies,E50,E50,ICD10,Sundmacher et al (2015),E50-E64
720,721,Malnutrition & nutritional deficiencies,E51,E51,ICD10,Sundmacher et al (2015),E50-E64
721,722,Malnutrition & nutritional deficiencies,E52,E52,ICD10,Sundmacher et al (2015),E50-E64
722,723,Malnutrition & nutritional deficiencies,E53,E53,ICD10,Sundmacher et al (2015),E50-E64
723,724,Malnutrition & nutritional deficiencies,E54,E54,ICD10,Sundmacher et al (2015),E50-E64
724,725,Malnutrition & nutritional deficiencies,E55,E55,ICD10,Sundmacher et al (2015),E50-E64
725,726,Malnutrition & nutritional deficiencies,E56,E56,ICD10,Sundmacher et al (2015),E50-E64
726,727,Malnutrition & nutritional deficiencies,E57,E57,ICD10,Sundmacher et al (2015),ERROR
727,728,Malnutrition & nutritional deficiencies,E58,E58,ICD10,Sundmacher et al (2015),E50-E64
728,729,Malnutrition & nutritional deficiencies,E59,E59,ICD10,Sundmacher et al (2015),E50-E64
729,730,Malnutrition & nutritional deficiencies,E60,E60,ICD10,Sundmacher et al (2015),E50-E64
730,731,Malnutrition & nutritional deficiencies,E61,E61,ICD10,Sundmacher et al (2015),E50-E64
731,732,Malnutrition & nutritional deficiencies,E62,E62,ICD10,Sundmacher et al (2015),ERROR
732,733,Malnutrition & nutritional deficiencies,E63,E63,ICD10,Sundmacher et al (2015),E50-E64
733,734,Malnutrition & nutritional deficiencies,E64,E64,ICD10,Sundmacher et al (2015),E50-E64
734,735,Malnutrition & nutritional deficiencies,R63.6,R63,ICD10,Sundmacher et al (2015),R50-R69
735,736,Alcoholic liver disease ,K70,K70,ICD10,Sundmacher et al (2015),K70-K77
736,737,Dental diseases ,K02,K02,ICD10,Sundmacher et al (2015),K00-K14
737,738,Dental diseases ,K04,K04,ICD10,Sundmacher et al (2015),K00-K14
738,739,Dental diseases ,K05,K05,ICD10,Sundmacher et al (2015),K00-K14
739,740,Dental diseases ,K06,K06,ICD10,Sundmacher et al (2015),K00-K14
740,741,Dental diseases ,K08,K08,ICD10,Sundmacher et al (2015),K00-K14
741,742,Dental diseases ,K12,K12,ICD10,Sundmacher et al (2015),K00-K14
742,743,Dental diseases ,K13,K13,ICD10,Sundmacher et al (2015),K00-K14
743,744,Inflammatory diseases of female pelvic organs and disorders of female genital tract,N70,N70,ICD10,Sundmacher et al (2015),N70-N77
744,745,Inflammatory diseases of female pelvic organs and disorders of female genital tract,N71,N71,ICD10,Sundmacher et al (2015),N70-N77
745,746,Inflammatory diseases of female pelvic organs and disorders of female genital tract,N72,N72,ICD10,Sundmacher et al (2015),N70-N77
746,747,Inflammatory diseases of female pelvic organs and disorders of female genital tract,N75,N75,ICD10,Sundmacher et al (2015),N70-N77
747,748,Inflammatory diseases of female pelvic organs and disorders of female genital tract,N76,N76,ICD10,Sundmacher et al (2015),N70-N77
748,749,Inflammatory diseases of female pelvic organs and disorders of female genital tract,N84.1,N84,ICD10,Sundmacher et al (2015),N80-N98
749,750,Inflammatory diseases of female pelvic organs and disorders of female genital tract,N86,N86,ICD10,Sundmacher et al (2015),N80-N98
750,751,Inflammatory diseases of female pelvic organs and disorders of female genital tract,N87,N87,ICD10,Sundmacher et al (2015),N80-N98
751,752,Dementia ,F01,F01,ICD10,Sundmacher et al (2015),F01-F09
752,753,Dementia ,F03,F03,ICD10,Sundmacher et al (2015),F01-F09
753,754,Maternal disorders related to pregnancy ,O23,O23,ICD10,Sundmacher et al (2015),O20-O29
754,755,Maternal disorders related to pregnancy ,O24,O24,ICD10,Sundmacher et al (2015),O20-O29
755,756,Diseases of male genital organs ,N41,N41,ICD10,Sundmacher et al (2015),N40-N53
756,757,Diseases of male genital organs ,N45,N45,ICD10,Sundmacher et al (2015),N40-N53
757,758,Diseases of male genital organs ,N48.4,N48,ICD10,Sundmacher et al (2015),N40-N53
758,759,Asthma ,J45,J45,ICD10,Sundmacher et al (2015),J40-J47
759,760,Other polyneuropathies ,G62,G62,ICD10,Sundmacher et al (2015),G60-G65
760,761,Avoidable infectious and parasitic diseases ,A15.3,A15,ICD10,Sundmacher et al (2015),A15-A19
761,762,Avoidable infectious and parasitic diseases ,A15.4,A15,ICD10,Sundmacher et al (2015),A15-A19
762,763,Avoidable infectious and parasitic diseases ,A15.9,A15,ICD10,Sundmacher et al (2015),A15-A19
763,764,Avoidable infectious and parasitic diseases ,A16.2,A16,ICD10,Sundmacher et al (2015),ERROR
764,765,Avoidable infectious and parasitic diseases ,A16.3,A16,ICD10,Sundmacher et al (2015),ERROR
765,766,Avoidable infectious and parasitic diseases ,A16.5,A16,ICD10,Sundmacher et al (2015),ERROR
766,767,Avoidable infectious and parasitic diseases ,A16.8,A16,ICD10,Sundmacher et al (2015),ERROR
767,768,Avoidable infectious and parasitic diseases ,A16.9,A16,ICD10,Sundmacher et al (2015),ERROR
768,769,Avoidable infectious and parasitic diseases ,A34,A34,ICD10,Sundmacher et al (2015),A30-A49
769,770,Avoidable infectious and parasitic diseases ,A35,A35,ICD10,Sundmacher et al (2015),A30-A49
770,771,Avoidable infectious and parasitic diseases ,A36,A36,ICD10,Sundmacher et al (2015),A30-A49
771,772,Avoidable infectious and parasitic diseases ,A37,A37,ICD10,Sundmacher et al (2015),A30-A49
772,773,Avoidable infectious and parasitic diseases ,A50,A50,ICD10,Sundmacher et al (2015),A50-A64
773,774,Avoidable infectious and parasitic diseases ,A51,A51,ICD10,Sundmacher et al (2015),A50-A64
774,775,Avoidable infectious and parasitic diseases ,A52,A52,ICD10,Sundmacher et al (2015),A50-A64
775,776,Avoidable infectious and parasitic diseases ,A53,A53,ICD10,Sundmacher et al (2015),A50-A64
776,777,Avoidable infectious and parasitic diseases ,A54,A54,ICD10,Sundmacher et al (2015),A50-A64
777,778,Avoidable infectious and parasitic diseases ,A55,A55,ICD10,Sundmacher et al (2015),A50-A64
778,779,Avoidable infectious and parasitic diseases ,A56,A56,ICD10,Sundmacher et al (2015),A50-A64
779,780,Avoidable infectious and parasitic diseases ,A57,A57,ICD10,Sundmacher et al (2015),A50-A64
780,781,Avoidable infectious and parasitic diseases ,A58,A58,ICD10,Sundmacher et al (2015),A50-A64
781,782,Avoidable infectious and parasitic diseases ,A63,A63,ICD10,Sundmacher et al (2015),A50-A64
782,783,Avoidable infectious and parasitic diseases ,A64,A64,ICD10,Sundmacher et al (2015),A50-A64
783,784,Avoidable infectious and parasitic diseases ,A80,A80,ICD10,Sundmacher et al (2015),A80-A89
784,785,Avoidable infectious and parasitic diseases ,B05,B05,ICD10,Sundmacher et al (2015),B00-B09
785,786,Avoidable infectious and parasitic diseases ,B06,B06,ICD10,Sundmacher et al (2015),B00-B09
786,787,Avoidable infectious and parasitic diseases ,B07,B07,ICD10,Sundmacher et al (2015),B00-B09
787,788,Avoidable infectious and parasitic diseases ,B15,B15,ICD10,Sundmacher et al (2015),B15-B19
788,789,Avoidable infectious and parasitic diseases ,B16.1,B16,ICD10,Sundmacher et al (2015),B15-B19
789,790,Avoidable infectious and parasitic diseases ,B16.9,B16,ICD10,Sundmacher et al (2015),B15-B19
790,791,Avoidable infectious and parasitic diseases ,B17,B17,ICD10,Sundmacher et al (2015),B15-B19
791,792,Avoidable infectious and parasitic diseases ,B18.0,B18,ICD10,Sundmacher et al (2015),B15-B19
792,793,Avoidable infectious and parasitic diseases ,B18.1,B18,ICD10,Sundmacher et al (2015),B15-B19
793,794,Avoidable infectious and parasitic diseases ,B20,B20,ICD10,Sundmacher et al (2015),B20-B20
794,795,Avoidable infectious and parasitic diseases ,B21,B21,ICD10,Sundmacher et al (2015),ERROR
795,796,Avoidable infectious and parasitic diseases ,B22,B22,ICD10,Sundmacher et al (2015),ERROR
796,797,Avoidable infectious and parasitic diseases ,B23,B23,ICD10,Sundmacher et al (2015),ERROR
797,798,Avoidable infectious and parasitic diseases ,B24,B24,ICD10,Sundmacher et al (2015),ERROR
798,799,Avoidable infectious and parasitic diseases ,B26,B26,ICD10,Sundmacher et al (2015),B25-B34
799,800,Avoidable infectious and parasitic diseases ,B34.9,B34,ICD10,Sundmacher et al (2015),B25-B34
800,801,Avoidable infectious and parasitic diseases ,B51,B51,ICD10,Sundmacher et al (2015),B50-B64
801,802,Avoidable infectious and parasitic diseases ,B52,B52,ICD10,Sundmacher et al (2015),B50-B64
802,803,Avoidable infectious and parasitic diseases ,B53,B53,ICD10,Sundmacher et al (2015),B50-B64
803,804,Avoidable infectious and parasitic diseases ,B54,B54,ICD10,Sundmacher et al (2015),B50-B64
804,805,Avoidable infectious and parasitic diseases ,B77,B77,ICD10,Sundmacher et al (2015),B65-B83
805,806,Avoidable infectious and parasitic diseases ,B86,B86,ICD10,Sundmacher et al (2015),B85-B89
806,807,"Convulsions, not elsewhere classified ",R56,R56,ICD10,Sundmacher et al (2015),R50-R69
807,808,Decubitus ulcer and pressure area ,L89,L89,ICD10,Sundmacher et al (2015),L80-L99
808,809,Obesity ,E66,E66,ICD10,Sundmacher et al (2015),E65-E68
809,810,"Perforated, bleeding ulcer ",K25.9,K25,ICD10,Sundmacher et al (2015),K20-K31
810,811,"Perforated, bleeding ulcer ",K27,K27,ICD10,Sundmacher et al (2015),K20-K31
811,812,"Perforated, bleeding ulcer ",L97,L97,ICD10,Sundmacher et al (2015),L80-L99
812,813,Rare diseases with <5000 cases each ,F80,F80,ICD10,Sundmacher et al (2015),F80-F89
813,814,Rare diseases with <5000 cases each ,R63.0,R63,ICD10,Sundmacher et al (2015),R50-R69
814,815,Rare diseases with <5000 cases each ,R63.3,R63,ICD10,Sundmacher et al (2015),R50-R69
815,816,Rare diseases with <5000 cases each ,R63.8,R63,ICD10,Sundmacher et al (2015),R50-R69
816,817,appendicite acuta con complicazioni,540.0,540,ICD9,Pirani et al (2006),540-543.99
817,818,appendicite acuta con complicazioni,540.1,540,ICD9,Pirani et al (2006),540-543.99
818,819,asma ,493,493,ICD9,Pirani et al (2006),490-496.99
819,820,convulsioni ed epilessia,345,345,ICD9,Pirani et al (2006),340-349.99
820,821,convulsioni ed epilessia,780.3,780,ICD9,Pirani et al (2006),780-789.99
821,822,gastroenterite,008.6,8,ICD9,Pirani et al (2006),ERROR
822,823,gastroenterite,008.8,8,ICD9,Pirani et al (2006),ERROR
823,824,gastroenterite,009.0,9,ICD9,Pirani et al (2006),ERROR
824,825,gastroenterite,009.1,9,ICD9,Pirani et al (2006),ERROR
825,826,gastroenterite,009.2,9,ICD9,Pirani et al (2006),ERROR
826,827,gastroenterite,009.3,9,ICD9,Pirani et al (2006),ERROR
827,828,gastroenterite,558.9,558,ICD9,Pirani et al (2006),555-558.99
828,829,infezioni del tratto urinario,590.0,590,ICD9,Pirani et al (2006),590-599.99
829,830,infezioni del tratto urinario,590.1,590,ICD9,Pirani et al (2006),590-599.99
830,831,infezioni del tratto urinario,590.2,590,ICD9,Pirani et al (2006),590-599.99
831,832,infezioni del tratto urinario,590.3,590,ICD9,Pirani et al (2006),590-599.99
832,833,infezioni del tratto urinario,590.4,590,ICD9,Pirani et al (2006),590-599.99
833,834,infezioni del tratto urinario,590.5,590,ICD9,Pirani et al (2006),590-599.99
834,835,infezioni del tratto urinario,590.6,590,ICD9,Pirani et al (2006),590-599.99
835,836,infezioni del tratto urinario,590.7,590,ICD9,Pirani et al (2006),590-599.99
836,837,infezioni del tratto urinario,590.8,590,ICD9,Pirani et al (2006),590-599.99
837,838,infezioni del tratto urinario,590.9,590,ICD9,Pirani et al (2006),590-599.99
838,839,infezioni del tratto urinario,595.0,595,ICD9,Pirani et al (2006),590-599.99
839,840,infezioni del tratto urinario,595.9,595,ICD9,Pirani et al (2006),590-599.99
840,841,infezioni del tratto urinario,599.0,599,ICD9,Pirani et al (2006),590-599.99
841,842,infezioni ORL/infezioni acute,382,382,ICD9,Pirani et al (2006),380-389.99
842,843,infezioni ORL/infezioni acute,462,462,ICD9,Pirani et al (2006),460-466.99
843,844,infezioni ORL/infezioni acute,463,463,ICD9,Pirani et al (2006),460-466.99
844,845,infezioni ORL/infezioni acute,465,465,ICD9,Pirani et al (2006),460-466.99
845,846,infezioni ORL/infezioni acute,472.1,472,ICD9,Pirani et al (2006),470-478.99
846,847,delle vie respiratorie alte con codice di procedura ,020.01,20,ICD9,Pirani et al (2006),18-20.99
847,848,patologie immunizzabili,32,32,ICD9,Pirani et al (2006),30-34.99
848,849,patologie immunizzabili,33,33,ICD9,Pirani et al (2006),30-34.99
849,850,patologie immunizzabili,37,37,ICD9,Pirani et al (2006),35-39.99
850,851,patologie immunizzabili,45,45,ICD9,Pirani et al (2006),42-54.99
851,852,patologie immunizzabili,55,55,ICD9,Pirani et al (2006),55-59.99
852,853,patologie immunizzabili,070.2,70,ICD9,Pirani et al (2006),65-71.99
853,854,patologie immunizzabili,070.3,70,ICD9,Pirani et al (2006),65-71.99
854,855,patologie immunizzabili,72,72,ICD9,Pirani et al (2006),72-75.99
855,856,patologie immunizzabili,320.0,320,ICD9,Pirani et al (2006),320-326.99
856,857,polmonite batterica,481,481,ICD9,Pirani et al (2006),480-488.99
857,858,polmonite batterica,482.2,482,ICD9,Pirani et al (2006),480-488.99
858,859,polmonite batterica,482.3,482,ICD9,Pirani et al (2006),480-488.99
859,860,polmonite batterica,482.9,482,ICD9,Pirani et al (2006),480-488.99
860,861,polmonite batterica,483,483,ICD9,Pirani et al (2006),480-488.99
861,862,polmonite batterica,485,485,ICD9,Pirani et al (2006),480-488.99
862,863,polmonite batterica,486,486,ICD9,Pirani et al (2006),480-488.99
863,864,angina pectoris ,413,413,ICD9,Pirani et al (2006),410-414.99
864,865,appendicite acuta con complicazioni,540.0,540,ICD9,Pirani et al (2006),540-543.99
865,866,appendicite acuta con complicazioni,540.1,540,ICD9,Pirani et al (2006),540-543.99
866,867,asma,493,493,ICD9,Pirani et al (2006),490-496.99
867,868,deficienze nutrizionali,260,260,ICD9,Pirani et al (2006),260-269.99
868,869,deficienze nutrizionali,261,261,ICD9,Pirani et al (2006),260-269.99
869,870,deficienze nutrizionali,262,262,ICD9,Pirani et al (2006),260-269.99
870,871,deficienze nutrizionali,268.0,268,ICD9,Pirani et al (2006),260-269.99
871,872,deficienze nutrizionali,268.1,268,ICD9,Pirani et al (2006),260-269.99
872,873,diabete,250.1,250,ICD9,Pirani et al (2006),249-259.99
873,874,diabete,250.2,250,ICD9,Pirani et al (2006),249-259.99
874,875,diabete,250.3,250,ICD9,Pirani et al (2006),249-259.99
